id_cliente,deuda_credito,numero_dependientes,deuda_total,fecha_inicio_negocio,num_productos_financieros,edad,ingreso_aprox,cuota_mensual,dti_total,dti_credito,cuota_dti,dti_total_n,dti_credito_n,cuota_dti_n,edad_n,dependientes_n,productos_n,municipio_residencia_Ciudad de Guatemala,municipio_residencia_Escuintla,municipio_residencia_Mixco,municipio_residencia_Quetzaltenango,municipio_residencia_Villa Nueva,tipo_credito_Abasto,tipo_credito_AdquisiciÃ³n de Equipo,tipo_credito_Nuevo Negocio,tipo_credito_VehÃ­culo,tipo_negocio_AbarroterÃ­a,tipo_negocio_Manufactura,tipo_negocio_Restaurante,tipo_negocio_Salud,tipo_negocio_TecnologÃ­a,nivel_educativo_Bachillerato,nivel_educativo_Postgrado,nivel_educativo_Primaria,nivel_educativo_Secundaria,nivel_educativo_Universidad,estado_civil_Casado,estado_civil_Divorciado,estado_civil_Soltero,estado_civil_Viudo,genero_F,genero_M,genero_O,incumplimiento
3102,26852.01,5,28071.25,2022-11-24,5,63,25000.5,2041.702507276032,1.1228275434042188,1.074058918778662,0.08166646695843545,0.37427584780140627,0.35801963959288735,0.05444431130562363,0.6716417910447762,0.5,0.5714285714285714,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
3103,19245.26,6,39363.06,2003-05-05,5,28,15000.5,940.4536042355555,2.6241165292740827,1.2829745674288873,0.06269481711762012,0.8747055097580275,0.42765818914296244,0.04179654474508008,0.14925373134328357,0.6,0.5714285714285714,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
3104,30608.33,3,68212.31,2011-01-28,5,25,62501.25,1141.611825001219,1.0913751324798884,0.489723485522454,0.01826542389124943,0.3637917108266295,0.163241161840818,0.012176949260832954,0.1044776119402985,0.3,0.5714285714285714,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3105,22029.1,5,41425.83,0,6,42,40000.5,1674.9906064967918,1.0356328045640522,0.5507206159785322,0.04187424173335127,0.34521093485468407,0.18357353865951073,0.027916161155567512,0.3582089552238806,0.5,0.7142857142857143,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3106,38447.49,4,38447.49,2022-10-17,1,21,62501.25,893.0290157878903,0.6151475370394168,0.6151475370394168,0.014288178488807857,0.20504917901313893,0.20504917901313893,0.009525452325871904,0.04477611940298507,0.4,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3107,51333.63,10,117759.61,0,2,26,62501.25,8387.494165776428,1.8841160776483012,0.8213216535537877,0.13419722270582157,0.6280386925494338,0.2737738845179292,0.08946481513721438,0.11940298507462686,1.0,0.14285714285714285,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3108,14683.01,8,18049.69,2019-08-20,2,25,7500.0,199.60441250427525,2.4066253330124496,1.9577346664056354,0.026613921663688176,0.8022084443374832,0.6525782221352118,0.017742614442458785,0.1044776119402985,0.8,0.14285714285714285,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
3109,85659.28,1,237147.72,2023-04-01,5,21,40000.5,1448.1349940970658,5.928618892115633,2.1414552317560664,0.036202922314992635,1.0,0.7138184105853554,0.024135281543328422,0.04477611940298507,0.1,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
3110,22279.46,2,65520.91,0,8,41,7500.0,387.53370715627216,8.736121332168517,2.9705946662705873,0.05167116094728013,1.0,0.9901982220901958,0.03444744063152009,0.34328358208955223,0.2,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
3111,21212.65,10,26273.59,2015-04-14,3,59,40000.5,1664.884972690054,0.6568315395893344,0.5303096211164783,0.04162160404616023,0.21894384652977814,0.17676987370549277,0.027747736030773486,0.6119402985074627,1.0,0.2857142857142857,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3112,57468.37,2,165670.52,2022-05-17,3,46,40000.5,2143.422097688664,4.1417112285061,1.4366912913229413,0.05358488262984411,1.0,0.4788970971076471,0.03572325508656274,0.417910447761194,0.2,0.2857142857142857,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
3113,30702.97,7,52913.77,2004-06-16,3,25,7500.0,2453.889782027717,7.055169332392643,4.093729332787503,0.32718530422673753,1.0,1.0,0.21812353615115834,0.1044776119402985,0.7,0.2857142857142857,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
3114,49293.56,2,147136.01,0,2,46,15000.5,670.1088031900326,9.808740374666929,3.286127795521074,0.04467243112865306,1.0,1.0,0.029781620752435373,0.417910447761194,0.2,0.14285714285714285,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
3115,18436.98,10,46773.56,2020-08-04,7,62,7500.0,918.4904923226442,6.236474665835136,2.4582639996722313,0.12246539896002383,1.0,0.8194213332240771,0.08164359930668255,0.6567164179104478,1.0,0.8571428571428571,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3116,52659.53,7,136565.22,0,3,39,25000.5,715.8665926174359,5.462499549790504,2.1063390731342837,0.028634091021731638,1.0,0.7021130243780945,0.019089394014487757,0.31343283582089554,0.7,0.2857142857142857,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3117,24732.6,7,49861.1,2014-02-26,5,46,40000.5,410.03099467203964,1.246511918569855,0.618307271143653,0.010250646733460557,0.41550397285661833,0.206102423714551,0.006833764488973704,0.417910447761194,0.7,0.5714285714285714,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3118,63854.88,1,65935.51,2014-07-12,6,35,25000.5,1584.9364851803157,2.637367652541454,2.5541441170154937,0.06339619148084716,0.8791225508471513,0.8513813723384979,0.04226412765389811,0.2537313432835821,0.1,0.7142857142857143,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
3119,35494.7,8,35494.7,0,1,50,62501.25,1290.379606902991,0.5679038419140752,0.5679038419140752,0.02064566079690159,0.18930128063802507,0.18930128063802507,0.013763773864601059,0.47761194029850745,0.8,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3120,29197.31,1,84269.35,2022-06-15,2,20,7500.0,1088.9844172110584,11.235913331835212,3.8929746661476035,0.14519792227544806,1.0,1.0,0.09679861485029871,0.029850746268656716,0.1,0.14285714285714285,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
3121,8751.86,6,17392.55,0,8,45,15000.5,665.45103871023,1.1594646844332213,0.5834378853649254,0.04436192384692964,0.3864882281444071,0.19447929512164178,0.029574615897953096,0.40298507462686567,0.6,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3122,19424.53,7,21107.32,2003-07-28,7,27,62501.25,691.1446426520303,0.33771036578728086,0.310786264269742,0.011058093120393147,0.11257012192909362,0.10359542142324733,0.007372062080262098,0.13432835820895522,0.7,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3123,27548.44,1,76582.55,2003-01-06,5,64,15000.5,456.7135786315633,5.105333155221137,1.836501449829239,0.030446557021507063,1.0,0.6121671499430796,0.020297704681004707,0.6865671641791045,0.1,0.5714285714285714,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
3124,26482.22,7,48210.84,2001-03-21,7,47,62501.25,2159.119995384022,0.7713580128274017,0.4237070458523037,0.0345452290210112,0.2571193376091339,0.14123568195076788,0.023030152680674137,0.43283582089552236,0.7,0.8571428571428571,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3125,24555.74,9,48494.26,2009-08-22,4,43,15000.5,639.963171114445,3.2328429050209766,1.636994766731976,0.04266278931180842,1.0,0.545664922243992,0.02844185954120561,0.373134328358209,0.9,0.42857142857142855,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3126,12418.92,6,16018.86,0,2,56,15000.5,209.9512419552143,1.0678884036486858,0.8279004032646978,0.013996282919983867,0.3559628012162286,0.2759668010882326,0.009330855279989244,0.5671641791044776,0.6,0.14285714285714285,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3127,35857.46,7,35857.46,2022-08-07,1,51,7500.0,1303.567218325881,4.7809946660292,4.7809946660292,0.17380896242027627,1.0,1.0,0.11587264161351751,0.4925373134328358,0.7,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
3128,86025.02,6,180747.18,0,2,51,15000.5,1139.568438229679,12.049410352184966,5.734810172611926,0.07596869692035,1.0,1.0,0.0506457979469,0.4925373134328358,0.6,0.14285714285714285,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3129,36794.66,8,76494.59,2023-10-25,5,35,62501.25,1798.0361829123897,1.2238889622011737,0.5887027859348621,0.028768003566066624,0.4079629874003912,0.1962342619782874,0.019178669044044416,0.2537313432835821,0.8,0.5714285714285714,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3130,11354.59,6,33764.26,0,7,20,40000.5,271.45552118421887,0.8440959487795379,0.2838612017278819,0.006786303200645806,0.28136531625984595,0.09462040057596062,0.00452420213376387,0.029850746268656716,0.6,0.8571428571428571,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3131,63997.35,10,87572.16,2018-02-06,8,48,25000.5,1159.3843053767064,3.502816343533017,2.5598428030415454,0.04637444472431879,1.0,0.8532809343471818,0.030916296482879194,0.44776119402985076,1.0,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
3132,50390.39,7,101918.41,2002-04-18,3,20,15000.5,8313.463444091816,6.794334188407431,3.3592473581974436,0.554212422488424,1.0,1.0,0.36947494832561595,0.029850746268656716,0.7,0.2857142857142857,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3133,52185.9,1,89879.86,2001-01-16,4,42,15000.5,945.4065295836025,5.99179093990255,3.4789440349669047,0.06302500113466734,1.0,1.0,0.04201666742311156,0.3582089552238806,0.1,0.42857142857142855,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3134,31253.34,5,60233.7,2023-08-13,7,19,62501.25,5059.662339940505,0.9637199255860687,0.5000434391232168,0.08095297837818527,0.32123997519535624,0.1666811463744056,0.053968652252123515,0.014925373134328358,0.5,0.8571428571428571,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3135,21372.89,7,60903.49,2014-03-16,4,31,40000.5,1708.196897290369,1.5225682178592126,0.5343155710420041,0.042704388626333786,0.5075227392864042,0.1781051903473347,0.028469592417555856,0.19402985074626866,0.7,0.42857142857142855,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3136,13723.63,3,28095.8,2015-08-04,8,63,40000.5,263.3712918195998,0.7023862201546884,0.3430864614106552,0.006584199992825479,0.2341287400515628,0.11436215380355173,0.004389466661883653,0.6716417910447762,0.3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3137,49780.6,3,139336.07,0,2,55,25000.5,1190.1109922753185,5.573331333150404,1.9911841762368279,0.04760348761935621,1.0,0.6637280587456093,0.03173565841290414,0.5522388059701493,0.3,0.14285714285714285,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
3138,15890.73,5,45016.42,2003-11-09,8,25,40000.5,1208.2570375287112,1.1253964325164585,0.3972632841990159,0.030206048361858105,0.37513214417215285,0.1324210947330053,0.02013736557457207,0.1044776119402985,0.5,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3139,47994.61,6,112493.82,2014-10-03,3,48,15000.5,2444.1904241545403,7.499338021565992,3.19953401531952,0.1629405969128762,1.0,1.0,0.10862706460858414,0.44776119402985076,0.6,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3140,10576.38,3,22161.75,2001-08-18,8,63,62501.25,406.70523001465347,0.3545809083761592,0.16921869562338002,0.0065071535370596,0.1181936361253864,0.056406231874460006,0.004338102358039733,0.6716417910447762,0.3,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3141,29124.65,3,85031.25,0,4,35,62501.25,1058.8016690441477,1.3604727905224219,0.46598508029093844,0.016940487894677423,0.4534909301741406,0.15532836009697948,0.011293658596451615,0.2537313432835821,0.3,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3142,49084.04,9,69638.58,2020-03-12,3,21,25000.5,1279.2109369150016,2.785487490138778,1.9633223334747976,0.05116741412627084,0.9284958300462592,0.6544407778249325,0.03411160941751389,0.04477611940298507,0.9,0.2857142857142857,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
3143,92654.82,5,260805.53,2018-11-04,5,29,40000.5,1227.3930133564866,6.520056749127634,2.3163415456727705,0.030684441777622834,1.0,0.7721138485575901,0.020456294518415224,0.16417910447761194,0.5,0.5714285714285714,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
3144,57142.2,8,128397.56,2002-03-13,6,28,40000.5,1489.2200100171037,3.2098988761838,1.4285371432499958,0.037230034874060916,1.0,0.4761790477499986,0.024820023249373945,0.14925373134328357,0.8,0.7142857142857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3145,22949.02,3,39633.58,2022-04-23,7,27,15000.5,415.7475256757267,2.64215059480403,1.5298836704423264,0.027715577857272165,0.8807168649346767,0.5099612234807754,0.01847705190484811,0.13432835820895522,0.3,0.8571428571428571,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3146,33351.82,9,33351.82,0,1,38,40000.5,435.07554694935806,0.8337850776656845,0.8337850776656845,0.010876752714053107,0.27792835922189485,0.27792835922189485,0.007251168476035404,0.29850746268656714,0.9,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3147,45491.66,3,45491.66,2009-04-06,1,31,7500.0,1749.3412368758813,6.065554665857926,6.065554665857926,0.2332454982190181,1.0,1.0,0.15549699881267873,0.19402985074626866,0.3,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
3148,22263.07,6,54587.16,2021-11-27,8,28,15000.5,792.1427727979252,3.6390226990007655,1.4841551947278986,0.05280775792441035,1.0,0.49471839824263286,0.0352051719496069,0.14925373134328357,0.6,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3149,15088.02,6,39405.55,2023-03-29,3,39,15000.5,374.498459993502,2.626949101521486,1.0058344721172072,0.02496573180684219,0.8756497005071621,0.3352781573724024,0.01664382120456146,0.31343283582089554,0.6,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3150,44311.23,10,44311.23,2011-08-10,1,53,62501.25,7173.63014854614,0.7089655006786431,0.7089655006786431,0.11477578685916465,0.2363218335595477,0.2363218335595477,0.0765171912394431,0.5223880597014925,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3151,34874.22,3,34874.22,2018-02-06,1,45,40000.5,1821.2555747349975,0.8718446019206799,0.8718446019206799,0.045530820231983765,0.2906148673068933,0.2906148673068933,0.030353880154655843,0.40298507462686567,0.3,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3152,47174.99,6,71500.68,2009-01-28,2,38,25000.5,7570.417909894911,2.8599700004855912,1.8869618606873078,0.3028106601704806,0.953323333495197,0.6289872868957692,0.20187377344698706,0.29850746268656714,0.6,0.14285714285714285,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
3153,65694.06,2,65694.06,2015-09-08,1,59,15000.5,1525.8917648150818,4.37945801777411,4.37945801777411,0.10172272688999427,1.0,1.0,0.06781515125999618,0.6119402985074627,0.2,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3154,11161.75,2,24876.02,2019-08-26,3,59,62501.25,1776.239104680516,0.39800835982643534,0.1785844283085765,0.02841925728928776,0.13266945327547844,0.0595281427695255,0.01894617152619184,0.6119402985074627,0.2,0.2857142857142857,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3155,29416.03,9,50055.34,2020-12-17,3,54,40000.5,1069.394612448285,1.2513678578704923,0.7353915575871454,0.02673453112889965,0.4171226192901641,0.24513051919571513,0.017823020752599766,0.5373134328358209,0.9,0.2857142857142857,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
3156,22098.33,0,30515.29,2006-10-10,8,48,62501.25,400.33620547743686,0.48823487529468235,0.3535662086701696,0.006405251182512855,0.16274495843156078,0.11785540289005653,0.00427016745500857,0.44776119402985076,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3157,23814.32,10,59813.86,0,4,36,62501.25,1212.7764844795358,0.9570026199322893,0.38102149956391235,0.019404035670648696,0.3190008733107631,0.12700716652130412,0.012936023780432465,0.26865671641791045,1.0,0.42857142857142855,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3158,51028.94,1,84202.05,2006-08-24,3,61,25000.5,862.6828185345931,3.368014639572488,2.0411167775828036,0.03450662260755131,1.0,0.6803722591942679,0.02300441507170087,0.6417910447761194,0.1,0.2857142857142857,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3159,49895.45,10,57653.37,0,4,59,25000.5,3851.700143327888,2.306088678134194,1.9957780843584816,0.15406492442846434,0.7686962260447313,0.6652593614528272,0.10270994961897623,0.6119402985074627,1.0,0.42857142857142855,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3160,45501.24,1,45501.24,2015-08-01,1,49,40000.5,644.5112537987673,1.1375167810117994,1.1375167810117994,0.01611257993731715,0.3791722603372665,0.3791722603372665,0.010741719958211432,0.4626865671641791,0.1,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3161,29317.36,7,36751.01,2007-05-09,5,37,62501.25,531.1170988295394,0.5880043999025939,0.4690683786249224,0.008497703627064125,0.19600146663419796,0.15635612620830747,0.005665135751376084,0.2835820895522388,0.7,0.5714285714285714,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3162,54273.52,7,130152.45,0,8,62,40000.5,2652.1718214577427,3.253770577786433,1.356821039703083,0.06630346674145171,1.0,0.4522736799010277,0.04420231116096781,0.6567164179104478,0.7,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
3163,9255.18,6,10597.7,0,5,42,40000.5,160.9866850399496,0.26493918825352336,0.23137660778661825,0.004024616818187898,0.08831306275117445,0.07712553592887275,0.002683077878791932,0.3582089552238806,0.6,0.5714285714285714,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3164,35302.98,9,65200.8,2014-09-26,5,47,7500.0,2878.285335868853,8.693439998840875,4.707063999372392,0.38377137806467754,1.0,1.0,0.2558475853764517,0.43283582089552236,0.9,0.5714285714285714,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3165,18784.38,3,48601.8,2015-12-09,5,41,15000.5,466.2453667011001,3.24001199938402,1.252250258241242,0.031081988378388596,1.0,0.4174167527470807,0.020721325585592396,0.34328358208955223,0.3,0.5714285714285714,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3166,11669.26,3,21624.22,0,4,49,62501.25,627.2152141036952,0.3459806003824567,0.18670442590849456,0.010035242720644147,0.11532686679415223,0.06223480863616485,0.006690161813762765,0.4626865671641791,0.3,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3167,34515.83,7,76608.6,2019-09-13,6,39,25000.5,5639.603893175507,3.0642827142231446,1.3806055878330192,0.2255796441251146,1.0,0.46020186261100643,0.15038642941674307,0.31343283582089554,0.7,0.7142857142857143,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3168,38719.02,2,70940.46,2014-12-17,6,32,25000.5,1892.073816277171,2.8375616486535247,1.5487298253415438,0.0756814390192792,0.9458538828845082,0.5162432751138479,0.05045429267951947,0.208955223880597,0.2,0.7142857142857143,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3169,41029.57,7,49712.24,0,5,54,7500.0,2205.311973721577,6.628298665782893,5.470609332603918,0.29404159645700473,1.0,1.0,0.1960277309713365,0.5373134328358209,0.7,0.5714285714285714,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
3170,30496.35,2,90385.03,2016-03-09,4,32,7500.0,552.4759448432774,12.051337331726488,4.066179999457843,0.07366345930261518,1.0,1.0,0.04910897286841012,0.208955223880597,0.2,0.42857142857142855,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
3171,16058.12,1,16058.12,0,1,61,25000.5,1309.2337423578365,0.6423119537352329,0.6423119537352329,0.052368302326172206,0.21410398457841096,0.21410398457841096,0.03491220155078147,0.6417910447761194,0.1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3172,36083.98,5,38500.43,2001-06-29,4,33,62501.25,653.7020733447033,0.6159945600989422,0.5773321333480957,0.010459023992868051,0.20533152003298072,0.19244404444936525,0.006972682661912034,0.22388059701492538,0.5,0.42857142857142855,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3173,21626.74,5,42710.13,0,2,44,25000.5,293.9992865974339,1.7083710325110149,0.8650522989194196,0.011759736268701594,0.569457010837005,0.2883507663064732,0.007839824179134395,0.3880597014925373,0.5,0.14285714285714285,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3174,27668.49,3,53859.39,2018-11-01,8,29,25000.5,501.2460625634314,2.1543325132635616,1.1067174656064191,0.020049441512905018,0.7181108377545206,0.3689058218688064,0.01336629434193668,0.16417910447761194,0.3,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3175,56278.32,1,100573.82,2022-04-23,3,58,7500.0,1466.705872112079,13.409842664878688,7.5037759989994965,0.19556078292220244,1.0,1.0,0.1303738552814683,0.5970149253731343,0.1,0.2857142857142857,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
3176,53427.49,10,145956.15,2002-04-29,7,30,62501.25,1392.4086176075552,2.335251694928737,0.8548227435314522,0.022278092319518043,0.7784172316429124,0.28494091451048403,0.014852061546345363,0.1791044776119403,1.0,0.8571428571428571,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3177,25378.79,0,46186.51,2023-12-22,3,32,7500.0,4108.621517605129,6.15820133251224,3.383838666215488,0.5478162022743084,1.0,1.0,0.3652108015162056,0.208955223880597,0.0,0.2857142857142857,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3178,30713.82,1,49997.62,2006-07-31,7,62,15000.5,1564.1432025537729,3.3330635643256517,2.047519749205192,0.10427273773870872,1.0,0.6825065830683973,0.06951515849247249,0.6567164179104478,0.1,0.8571428571428571,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
3179,47278.47,9,83897.65,2007-02-12,2,55,25000.5,1763.3648405039223,3.3558388830881043,1.8911009779047978,0.07053318295367648,1.0,0.6303669926349326,0.047022121969117654,0.5522388059701493,0.9,0.14285714285714285,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3180,25785.63,2,60453.29,2014-06-11,5,24,40000.5,336.3743842650787,1.5113133585452354,0.6446326920752332,0.008409254490735601,0.5037711195150785,0.21487756402507774,0.0056061696604904005,0.08955223880597014,0.2,0.5714285714285714,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3181,49911.19,3,126783.73,2005-08-21,6,37,7500.0,3852.915508045258,16.904497331079398,6.654825332446023,0.5137220676708714,1.0,1.0,0.3424813784472476,0.2835820895522388,0.3,0.7142857142857143,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
3182,20410.94,9,25695.98,2013-11-24,3,52,15000.5,1097.0743872224223,1.7130082329447012,1.3606839771100505,0.0731358546147986,0.5710027443149004,0.45356132570335017,0.048757236409865734,0.5074626865671642,0.9,0.2857142857142857,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3183,43578.26,3,77737.22,2008-04-18,2,34,40000.5,2129.529020083281,1.9434062073738227,1.0894428819367397,0.05323756003125069,0.6478020691246076,0.36314762731224653,0.035491706687500464,0.23880597014925373,0.3,0.14285714285714285,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
